city,time,temperature_c,apparent_temperature_c,humidity_pct,windspeed_kmh,precipitation_mm,cloudcover_pct
Tampa,2026-04-12T08:00,17.1,16.2,77,12.9,0.0,0
Tampa,2026-04-12T09:00,20.7,19.0,61,17.9,0.0,0
Tampa,2026-04-12T10:00,23.4,20.9,51,22.9,0.0,0
Tampa,2026-04-12T11:00,25.1,23.0,45,24.5,0.0,0
Tampa,2026-04-12T12:00,26.6,24.7,38,25.3,0.0,0
Tampa,2026-04-12T13:00,27.9,26.3,35,26.3,0.0,0
Tampa,2026-04-12T14:00,29.2,27.9,32,24.9,0.0,0
Tampa,2026-04-12T15:00,29.5,27.5,30,27.1,0.0,0
Tampa,2026-04-12T16:00,29.6,27.6,31,25.2,0.0,0
Tampa,2026-04-12T17:00,29.0,25.7,32,28.5,0.0,0
Tampa,2026-04-12T18:00,27.5,23.5,35,28.9,0.0,0
Tampa,2026-04-12T19:00,26.0,22.9,40,24.3,0.0,0
Tampa,2026-04-12T20:00,23.9,21.4,49,22.5,0.0,0
Tampa,2026-04-12T21:00,22.2,19.6,58,25.3,0.0,0
Tampa,2026-04-12T22:00,21.1,18.7,61,23.6,0.0,0
Tampa,2026-04-12T23:00,20.3,18.4,66,20.9,0.0,0
Tampa,2026-04-13T00:00,19.7,18.2,69,19.0,0.0,0
Tampa,2026-04-13T01:00,19.2,17.8,70,17.8,0.0,0
Tampa,2026-04-13T02:00,18.7,17.2,71,17.2,0.0,0
Tampa,2026-04-13T03:00,18.2,16.7,72,17.1,0.0,0
Tampa,2026-04-13T04:00,17.6,16.1,74,16.2,0.0,0
Tampa,2026-04-13T05:00,17.3,16.1,75,14.3,0.0,0
Tampa,2026-04-13T06:00,16.8,15.7,78,13.6,0.0,0
Tampa,2026-04-13T07:00,16.5,15.5,80,13.1,0.0,5
Tampa,2026-04-13T08:00,17.6,16.8,76,12.4,0.0,7
Tampa,2026-04-13T09:00,21.0,19.6,61,16.2,0.0,21
Tampa,2026-04-13T10:00,23.5,21.3,51,21.0,0.0,12
Tampa,2026-04-13T11:00,25.1,23.5,44,20.0,0.0,84
Tampa,2026-04-13T12:00,26.5,25.4,39,19.1,0.0,100
Tampa,2026-04-13T13:00,27.8,27.3,36,18.2,0.0,100
Tampa,2026-04-13T14:00,28.9,28.6,33,17.7,0.0,100
Tampa,2026-04-13T15:00,29.8,29.7,31,17.3,0.0,12
Tampa,2026-04-13T16:00,30.0,28.6,30,18.8,0.0,100
Tampa,2026-04-13T17:00,29.2,26.4,32,20.6,0.0,100
Tampa,2026-04-13T18:00,28.5,25.7,34,21.4,0.0,100
Tampa,2026-04-13T19:00,27.0,24.2,39,23.2,0.0,100
Tampa,2026-04-13T20:00,24.7,22.2,47,22.7,0.0,100
Tampa,2026-04-13T21:00,22.8,20.3,54,23.8,0.0,100
Tampa,2026-04-13T22:00,21.5,19.2,61,23.4,0.0,100
Tampa,2026-04-13T23:00,20.8,18.8,64,21.7,0.0,100
Tampa,2026-04-14T00:00,20.1,18.5,68,19.5,0.0,100
Tampa,2026-04-14T01:00,19.2,18.2,72,15.9,0.0,100
Tampa,2026-04-14T02:00,18.2,17.5,77,14.0,0.0,0
Tampa,2026-04-14T03:00,17.7,17.2,80,12.6,0.0,6
Tampa,2026-04-14T04:00,17.4,16.9,81,12.3,0.0,5
Tampa,2026-04-14T05:00,17.1,16.8,83,11.5,0.0,6
Tampa,2026-04-14T06:00,16.9,16.6,84,11.2,0.0,5
Tampa,2026-04-14T07:00,16.7,16.5,85,10.8,0.0,5
Tampa,2026-04-14T08:00,18.0,17.9,79,10.1,0.0,0
Tampa,2026-04-14T09:00,21.2,20.9,66,12.6,0.0,0
Tampa,2026-04-14T10:00,23.7,22.8,55,15.4,0.0,0
Tampa,2026-04-14T11:00,25.6,25.2,47,15.7,0.0,0
Tampa,2026-04-14T12:00,27.3,27.5,40,15.6,0.0,0
Tampa,2026-04-14T13:00,28.8,29.6,36,15.0,0.0,0
Tampa,2026-04-14T14:00,30.0,30.7,32,14.8,0.0,0
Tampa,2026-04-14T15:00,30.8,31.1,29,15.5,0.0,0
Tampa,2026-04-14T16:00,31.3,30.8,28,16.6,0.0,0
Tampa,2026-04-14T17:00,31.1,29.6,29,18.0,0.0,0
Tampa,2026-04-14T18:00,29.9,27.3,32,20.5,0.0,2
Tampa,2026-04-14T19:00,28.0,25.2,37,23.8,0.0,4
Tampa,2026-04-14T20:00,26.2,23.3,43,25.3,0.0,5
Tampa,2026-04-14T21:00,24.5,22.1,50,23.6,0.0,4
Tampa,2026-04-14T22:00,22.8,21.1,57,20.2,0.0,2
Tampa,2026-04-14T23:00,21.4,20.2,63,17.2,0.0,0
Tampa,2026-04-15T00:00,20.3,19.4,67,15.0,0.0,0
Tampa,2026-04-15T01:00,19.5,19.0,71,12.8,0.0,0
Tampa,2026-04-15T02:00,18.9,18.6,74,11.2,0.0,0
Tampa,2026-04-15T03:00,18.2,18.1,77,10.5,0.0,0
Tampa,2026-04-15T04:00,17.7,17.6,80,10.2,0.0,0
Tampa,2026-04-15T05:00,17.4,17.2,81,10.2,0.0,0
Tampa,2026-04-15T06:00,17.2,17.0,82,10.2,0.0,0
Tampa,2026-04-15T07:00,17.2,17.1,82,10.1,0.0,0
Tampa,2026-04-15T08:00,18.1,18.0,78,10.2,0.0,0
Tampa,2026-04-15T09:00,20.3,20.1,68,10.6,0.0,0
Tampa,2026-04-15T10:00,23.2,22.7,54,11.1,0.0,0
Tampa,2026-04-15T11:00,25.9,25.8,43,11.1,0.0,0
Tampa,2026-04-15T12:00,27.9,28.6,36,10.5,0.0,0
Tampa,2026-04-15T13:00,29.5,30.8,31,9.7,0.0,0
Tampa,2026-04-15T14:00,30.7,32.4,28,7.4,0.0,0
Tampa,2026-04-15T15:00,31.3,33.4,27,4.9,0.0,0
Tampa,2026-04-15T16:00,31.5,32.4,27,7.9,0.0,0
Tampa,2026-04-15T17:00,30.9,30.5,30,12.3,0.0,0
Tampa,2026-04-15T18:00,29.0,27.6,36,15.3,0.0,0
Tampa,2026-04-15T19:00,26.5,24.8,43,17.7,0.0,0
Tampa,2026-04-15T20:00,24.2,22.7,51,17.8,0.0,0
Tampa,2026-04-15T21:00,22.5,21.7,58,14.2,0.0,0
Tampa,2026-04-15T22:00,21.2,20.9,65,12.4,0.0,0
Tampa,2026-04-15T23:00,20.3,19.7,70,14.3,0.0,0
Miami,2026-04-09T00:00,20.8,18.8,85,34.3,0.4,99
Miami,2026-04-09T01:00,21.0,20.4,86,25.4,0.0,100
Miami,2026-04-09T02:00,21.3,20.1,81,27.9,0.0,100
Miami,2026-04-09T03:00,21.3,20.6,82,24.8,0.0,25
Miami,2026-04-09T04:00,21.8,21.7,80,21.0,0.0,31
Miami,2026-04-09T05:00,21.8,22.0,83,20.6,0.0,100
Miami,2026-04-09T06:00,22.0,23.1,85,16.8,0.0,93
Miami,2026-04-09T07:00,22.1,24.9,87,6.8,0.0,100
Miami,2026-04-09T08:00,22.0,23.9,86,11.8,0.0,100
Miami,2026-04-09T09:00,23.6,25.9,82,11.8,0.0,100
Miami,2026-04-09T10:00,22.1,25.4,88,3.4,24.1,100
Miami,2026-04-09T11:00,22.5,24.9,88,11.6,0.2,100
Miami,2026-04-09T12:00,22.9,23.9,85,19.9,1.6,100
Miami,2026-04-09T13:00,24.7,27.3,87,16.9,0.0,100
Miami,2026-04-09T14:00,24.3,25.9,80,17.7,0.0,67
Miami,2026-04-09T15:00,24.8,27.3,86,23.3,0.0,100
Miami,2026-04-09T16:00,24.5,26.3,83,19.9,0.0,100
Miami,2026-04-09T17:00,23.3,23.6,84,26.0,0.0,100
Miami,2026-04-09T18:00,23.4,24.4,85,22.1,0.0,54
Miami,2026-04-09T19:00,22.8,23.4,83,22.0,0.0,100
Miami,2026-04-09T20:00,22.6,21.3,74,28.1,0.0,41
Miami,2026-04-09T21:00,22.4,22.4,77,20.5,0.0,46
Miami,2026-04-09T22:00,21.5,20.5,76,23.7,0.0,0
Miami,2026-04-09T23:00,21.3,20.6,81,24.0,0.0,4
Miami,2026-04-10T00:00,21.1,20.4,80,22.9,0.0,0
Miami,2026-04-10T01:00,21.0,20.5,81,22.2,0.0,1
Miami,2026-04-10T02:00,20.8,20.2,80,22.2,0.0,1
Miami,2026-04-10T03:00,20.6,19.8,79,21.9,0.0,0
Miami,2026-04-10T04:00,20.5,19.7,78,21.4,0.0,2
Miami,2026-04-10T05:00,20.3,19.5,77,20.2,0.0,3
Miami,2026-04-10T06:00,20.3,19.8,78,18.6,0.0,94
Miami,2026-04-10T07:00,20.3,20.2,79,16.3,0.0,53
Miami,2026-04-10T08:00,21.1,21.5,80,15.8,0.0,5
Miami,2026-04-10T09:00,22.7,23.1,76,17.9,0.0,6
Miami,2026-04-10T10:00,23.7,24.1,74,20.3,0.0,7
Miami,2026-04-10T11:00,24.3,25.3,72,21.0,0.0,2
Miami,2026-04-10T12:00,24.6,26.6,73,20.9,0.0,26
Miami,2026-04-10T13:00,24.6,26.5,73,22.4,0.0,19
Miami,2026-04-10T14:00,24.4,25.6,70,20.6,0.0,14
Miami,2026-04-10T15:00,24.5,25.8,71,21.4,0.0,25
Miami,2026-04-10T16:00,24.7,25.9,66,20.5,0.0,45
Miami,2026-04-10T17:00,24.3,24.6,67,21.5,0.0,74
Miami,2026-04-10T18:00,23.4,23.3,71,20.4,0.0,20
Miami,2026-04-10T19:00,22.2,22.3,74,17.1,0.0,11
Miami,2026-04-10T20:00,21.1,21.1,77,17.1,0.0,92
Miami,2026-04-10T21:00,20.9,21.0,78,16.5,0.0,86
Miami,2026-04-10T22:00,20.6,20.3,76,16.3,0.0,10
Miami,2026-04-10T23:00,20.5,20.8,80,14.3,0.0,55
Miami,2026-04-11T00:00,20.2,20.0,77,15.3,0.0,22
Miami,2026-04-11T01:00,20.0,20.2,79,13.8,0.0,58
Miami,2026-04-11T02:00,20.0,20.3,79,13.0,0.0,0
Miami,2026-04-11T03:00,19.8,20.2,80,12.0,0.0,0
Miami,2026-04-11T04:00,19.7,20.1,80,12.0,0.0,2
Miami,2026-04-11T05:00,19.7,20.1,80,11.2,0.0,100
Miami,2026-04-11T06:00,19.6,19.9,79,11.4,0.0,100
Miami,2026-04-11T07:00,19.3,19.7,80,11.2,0.0,100
Miami,2026-04-11T08:00,20.1,20.5,78,11.6,0.0,100
Miami,2026-04-11T09:00,22.0,21.8,71,16.9,0.0,69
Miami,2026-04-11T10:00,23.0,22.5,68,20.3,0.0,100
Miami,2026-04-11T11:00,23.5,23.1,66,20.5,0.0,100
Miami,2026-04-11T12:00,24.2,24.3,58,20.9,0.0,100
Miami,2026-04-11T13:00,24.3,24.3,56,22.0,0.0,100
Miami,2026-04-11T14:00,24.5,24.5,55,24.5,0.0,100
Miami,2026-04-11T15:00,24.8,24.2,51,23.3,0.0,100
Miami,2026-04-11T16:00,24.6,23.2,50,24.0,0.0,79
Miami,2026-04-11T17:00,24.6,22.9,51,22.5,0.0,64
Miami,2026-04-11T18:00,23.8,22.1,61,25.5,0.0,37
Miami,2026-04-11T19:00,23.0,21.1,63,25.7,0.0,6
Miami,2026-04-11T20:00,23.1,20.4,58,28.2,0.0,62
Miami,2026-04-11T21:00,23.9,21.0,58,31.6,0.0,100
Miami,2026-04-11T22:00,23.9,20.6,57,33.0,0.0,100
Miami,2026-04-11T23:00,23.6,20.4,58,33.6,0.0,6
Miami,2026-04-12T00:00,23.5,20.5,61,33.1,0.0,0
Miami,2026-04-12T01:00,23.2,20.6,63,31.7,0.0,6
Miami,2026-04-12T02:00,23.2,20.4,61,31.8,0.0,5
Miami,2026-04-12T03:00,23.0,20.7,64,29.7,0.0,0
Miami,2026-04-12T04:00,23.0,21.0,65,28.6,0.1,8
Miami,2026-04-12T05:00,23.2,21.0,65,30.3,0.1,75
Miami,2026-04-12T06:00,23.4,21.2,66,30.9,0.1,100
Miami,2026-04-12T07:00,23.0,20.8,71,33.1,0.3,100
Miami,2026-04-12T08:00,23.0,20.4,69,35.5,0.4,100
Miami,2026-04-12T09:00,23.1,20.4,66,33.9,0.1,78
Miami,2026-04-12T10:00,23.9,21.1,58,30.6,0.0,50
Miami,2026-04-12T11:00,24.4,20.5,50,33.3,0.0,100
Miami,2026-04-12T12:00,25.0,23.0,49,31.3,0.0,0
Miami,2026-04-12T13:00,24.9,24.8,59,28.8,0.0,0
Miami,2026-04-12T14:00,25.0,24.9,62,29.5,0.2,49
Miami,2026-04-12T15:00,25.0,23.6,61,33.7,0.2,61
Miami,2026-04-12T16:00,25.2,24.3,61,32.1,0.1,0
Miami,2026-04-12T17:00,25.0,23.8,62,29.7,0.1,23
Miami,2026-04-12T18:00,24.9,23.1,63,30.1,0.0,0
Miami,2026-04-12T19:00,24.2,22.3,66,32.0,0.1,16
Miami,2026-04-12T20:00,23.9,21.7,70,35.1,0.4,27
Miami,2026-04-12T21:00,24.0,21.3,68,37.1,0.4,95
Miami,2026-04-12T22:00,24.0,20.8,66,38.9,0.2,78
Miami,2026-04-12T23:00,24.0,20.6,62,37.7,0.0,100
Miami,2026-04-13T00:00,24.0,20.4,56,35.5,0.0,100
Miami,2026-04-13T01:00,24.0,20.4,54,33.3,0.0,100
Miami,2026-04-13T02:00,23.6,20.6,56,30.7,0.0,63
Miami,2026-04-13T03:00,23.2,20.3,61,32.2,0.0,15
Miami,2026-04-13T04:00,23.5,20.5,56,30.7,0.0,100
Miami,2026-04-13T05:00,23.8,19.9,52,33.5,0.0,89
Miami,2026-04-13T06:00,23.4,20.2,56,30.4,0.0,100
Miami,2026-04-13T07:00,23.5,20.9,60,29.4,0.0,100
Miami,2026-04-13T08:00,23.9,21.2,59,30.3,0.0,78
Miami,2026-04-13T09:00,24.5,21.2,51,31.2,0.0,0
Miami,2026-04-13T10:00,25.0,21.5,52,33.3,0.0,0
Miami,2026-04-13T11:00,25.0,22.3,51,33.7,0.0,0
Miami,2026-04-13T12:00,25.4,23.7,50,30.8,0.0,27
Miami,2026-04-13T13:00,25.5,24.5,51,30.6,0.0,5
Miami,2026-04-13T14:00,25.5,24.5,51,31.4,0.0,5
Miami,2026-04-13T15:00,25.5,24.6,51,29.7,0.0,85
Miami,2026-04-13T16:00,25.4,23.4,53,31.8,0.0,100
Miami,2026-04-13T17:00,25.1,22.7,54,31.0,0.0,100
Miami,2026-04-13T18:00,25.0,22.3,55,30.4,0.0,100
Miami,2026-04-13T19:00,24.8,22.2,56,30.2,0.0,10
Miami,2026-04-13T20:00,24.4,21.7,58,31.1,0.0,100
Miami,2026-04-13T21:00,24.1,21.4,58,31.6,0.0,100
Miami,2026-04-13T22:00,24.4,21.4,57,32.2,0.0,100
Miami,2026-04-13T23:00,24.0,21.5,59,30.5,0.0,100
Miami,2026-04-14T00:00,24.5,21.5,54,31.4,0.0,100
Miami,2026-04-14T01:00,24.1,21.1,56,32.1,0.0,100
Miami,2026-04-14T02:00,24.0,21.4,58,29.6,0.0,93
Miami,2026-04-14T03:00,23.6,21.2,59,28.4,0.0,79
Miami,2026-04-14T04:00,23.5,21.1,59,28.1,0.0,52
Miami,2026-04-14T05:00,23.5,21.3,59,27.0,0.0,100
Miami,2026-04-14T06:00,23.5,21.4,60,26.0,0.0,100
Miami,2026-04-14T07:00,23.5,21.7,60,25.0,0.0,100
Miami,2026-04-14T08:00,23.9,21.9,59,25.8,0.0,68
Miami,2026-04-14T09:00,24.2,22.0,57,27.5,0.0,15
Miami,2026-04-14T10:00,24.5,22.2,55,26.5,0.0,100
Miami,2026-04-14T11:00,24.1,22.1,59,27.3,0.0,100
Miami,2026-04-14T12:00,24.5,22.7,58,25.9,0.0,100
Miami,2026-04-14T13:00,25.0,23.0,55,26.1,0.0,100
Miami,2026-04-14T14:00,25.0,23.2,56,25.7,0.0,100
Miami,2026-04-14T15:00,25.2,23.4,55,25.4,0.0,93
Miami,2026-04-14T16:00,25.4,23.4,54,25.6,0.0,81
Miami,2026-04-14T17:00,25.4,23.4,54,25.8,0.0,67
Miami,2026-04-14T18:00,25.1,23.1,54,25.8,0.0,45
Miami,2026-04-14T19:00,24.9,22.7,54,25.8,0.0,20
Miami,2026-04-14T20:00,24.5,22.4,55,25.7,0.0,5
Miami,2026-04-14T21:00,24.2,22.4,58,25.2,0.0,9
Miami,2026-04-14T22:00,24.0,22.4,61,25.0,0.0,23
Miami,2026-04-14T23:00,23.9,22.5,63,24.7,0.0,40
Miami,2026-04-15T00:00,24.0,22.3,61,25.4,0.0,63
Miami,2026-04-15T01:00,24.1,22.0,57,26.6,0.0,88
Miami,2026-04-15T02:00,24.2,21.9,56,27.0,0.0,97
Miami,2026-04-15T03:00,24.0,22.3,59,24.8,0.0,73
Miami,2026-04-15T04:00,23.7,22.8,64,21.7,0.0,31
Miami,2026-04-15T05:00,23.5,23.2,69,19.8,0.0,2
Miami,2026-04-15T06:00,23.4,23.6,73,19.7,0.0,0
Miami,2026-04-15T07:00,23.5,23.9,76,20.2,0.0,4
Miami,2026-04-15T08:00,23.8,24.1,76,21.6,0.0,15
Miami,2026-04-15T09:00,24.2,23.9,70,23.4,0.0,35
Miami,2026-04-15T10:00,24.9,23.6,61,25.6,0.0,59
Miami,2026-04-15T11:00,25.5,23.4,54,26.6,0.0,69
Miami,2026-04-15T12:00,25.8,24.4,52,26.6,0.0,53
Miami,2026-04-15T13:00,25.9,25.6,52,25.6,0.0,22
Miami,2026-04-15T14:00,26.0,26.4,53,24.6,0.0,0
Miami,2026-04-15T15:00,25.9,26.4,53,23.6,0.0,0
Miami,2026-04-15T16:00,25.8,25.9,53,22.4,0.0,0
Miami,2026-04-15T17:00,25.5,25.0,54,21.7,0.0,0
Miami,2026-04-15T18:00,25.2,24.0,55,21.3,0.0,0
Miami,2026-04-15T19:00,24.9,23.7,57,21.6,0.0,0
Miami,2026-04-15T20:00,24.5,23.3,58,21.8,0.0,0
Miami,2026-04-15T21:00,24.4,23.2,59,21.9,0.0,0
Miami,2026-04-15T22:00,24.3,23.0,59,22.2,0.0,0
Miami,2026-04-15T23:00,24.2,23.1,60,22.2,0.0,1
